"ip","fetch_error","bogon","hostname","anycast","city","region","country","postal","loc","timezone","asn","asn_name","asn_domain","asn_route","asn_type","abuse_address","abuse_country","abuse_email","abuse_name","abuse_network","abuse_phone","company_name","company_domain","company_type","carrier_name","carrier_mcc","carrier_mnc","is_vpn","is_proxy","is_tor","is_relay","is_hosting","privacy_service"
"65.9.86.93",,,"server-65-9-86-93.ams1.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","65.9.86.0/24","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","65.9.0.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"104.21.72.247",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.21.64.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"185.11.100.204",,,"v5103.vps.ogicom.net",,"Poznań","Greater Poland","PL","60-829","52.4109,16.9131","Europe/Warsaw","AS29522","Cyber_Folks S.A.","cyberfolks.pl","185.11.100.0/22","hosting","ul. Franklina Roosevelta 22, 60-829 Poznan, Poland","PL","abuse@cyberfolks.pl","Cyber_Folks S.A. Abuse Contact","185.11.100.0/22","","Cyber_Folks S.A.","cyberfolks.pl","hosting",,,,false,false,false,false,true,""
"104.196.130.246",,,"246.130.196.104.bc.googleusercontent.com",,"North Charleston","South Carolina","US","29415","32.8546,-79.9748","America/New_York","AS396982","Google LLC","google.com","104.196.128.0/20","hosting","US, CA, Mountain View, 1600 Amphitheatre Parkway, 94043","US","google-cloud-compliance@google.com","GC Abuse","104.196.0.0/14","+1-650-253-0000","Google LLC","google.com","hosting",,,,false,false,false,false,true,""
"45.60.33.104",,,,true,"Redwood City","California","US","94065","37.5331,-122.2486","America/Los_Angeles","AS19551","Incapsula Inc","incapsula.com","45.60.33.0/24","hosting","US, CA, Redwood Shore, 3400 Bridge Parkway, Suite 200, 94065","US","abuse@incapsula.com","Imperva AbuseDesk","45.60.0.0/16","+1-866-250-7659","Incapsula Inc","imperva.com","hosting",,,,false,false,false,false,true,""
"192.229.233.217",,,,true,"Culver City","California","US","90094","33.9728,-118.4276","America/Los_Angeles","AS15133","Edgecast Inc.","edgecast.com","192.229.233.0/24","isp","US, CA, Los Angeles, 13031 W Jefferson Blvd, Building 900, 90094","US","abuse@edgecast.com","Abuse","192.229.128.0/17","+1-602-850-5200","Edgecast Inc.","edg.io","business",,,,false,false,false,false,false,""
"104.22.7.109",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.22.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"35.168.173.103",,,"ec2-35-168-173-103.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","35.168.0.0/13","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","35.152.0.0-35.183.255.255","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"13.235.25.249",,,"ec2-13-235-25-249.ap-south-1.compute.amazonaws.com",,"Mumbai","Maharashtra","IN","400070","19.0728,72.8826","Asia/Kolkata","AS16509","Amazon.com, Inc.","amazon.com","13.232.0.0/14","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","13.232.0.0/14","+1-206-555-0000","Amazon Data Services India","amazon.com","hosting",,,,false,false,false,false,true,""
"69.74.35.14",,,"454a230e.cst.lightpath.net",,"Baychester","New York","US","10475","40.8693,-73.8364","America/New_York","AS54004","Optimum WiFi","cv.net","69.74.32.0/20","hosting","US, NY, Hicksville, 111 new south RD, 11801","US","abuse@cv.net","OOL Hostmaster","69.74.35.8/29","+1-516-803-2400","Hampton Jitney","hamptonjitney.com","business",,,,false,false,false,false,false,""
"104.22.43.78",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.22.32.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"104.20.93.149",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.20.80.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"23.206.95.197",,,"a23-206-95-197.deploy.static.akamaitechnologies.com",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16625","Akamai Technologies, Inc.","akamai.com","23.206.80.0/20","hosting","US, MA, Cambridge, 8 Cambridge Center, Mailstop 926-G, 02142","US","abuse@akamai.com","NOC United States","23.206.80.0/20","+1-617-444-2535","Akamai International, BV","akamai.com","hosting",,,,false,false,false,false,true,""
"91.74.133.154",,,,,"Dubai","Dubai","AE",,"25.0772,55.3093","Asia/Dubai","AS15802","Emirates Integrated Telecommunications Company PJSC","du.ae","91.74.128.0/19","isp","Emirates Integrated Telecommunications, ------, -------","AE","abuse@du.ae","EITC Contact Role","91.74.133.128/25","+971043550323","eHosting Datafort","ehdf.com","business",,,,false,false,false,false,false,""
"192.252.156.14",,,"s440.sureserver.com",,"Boston","Massachusetts","US","02108","42.3584,-71.0598","America/New_York","AS8739","ICDSoft Ltd.","icdsoft.com","192.252.144.0/20","hosting","US, MA, Waltham, 600 Winter St., 02451","US","abuse@suresupport.com","Abuse Team","192.252.144.0/20","+1-857-472-7783","SureSupport LLC","suresupport.com","hosting",,,,false,false,false,false,true,""
"170.75.234.46",,,,,"Newark","New Jersey","US","07102","40.7357,-74.1724","America/New_York","AS10655","BUREAU OF NATIONAL AFFAIRS, INC.","bna.com","170.75.234.0/24","business","US, VA, Crystal City, 1801 S. Bell Street, 22202","US","abuse-network@bna.com","Abuse","170.75.224.0/20","+1-703-341-2913","Bloomberg BNA","bna.com","hosting",,,,false,false,false,false,true,""
"198.71.233.25",,,"25.233.71.198.host.secureserver.net",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS26496","GoDaddy.com, LLC","godaddy.com","198.71.232.0/21","hosting","US, AZ, Tempe, 2155 E GoDaddy Way, 85284","US","abuse@godaddy.com","Abuse Department","198.71.128.0/17","+1-480-624-2505","GoDaddy.com, LLC","godaddy.com","hosting",,,,false,false,false,false,true,""
"172.67.72.107",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.64.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"104.26.11.239",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.26.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"104.21.31.33",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.21.16.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"13.107.246.67",,,,true,"Redmond","Washington","US","98052","47.6740,-122.1215","America/Los_Angeles","AS8068","Microsoft Corporation","microsoft.com","13.107.246.0/24","business","US, WA, Redmond, One Microsoft Way, 98052","US","abuse@microsoft.com","Microsoft Abuse Contact","13.64.0.0-13.107.255.255","+1-425-882-8080","Microsoft Corporation","microsoft.com","business",,,,false,false,false,false,false,""
"173.236.164.55",,,"apache2-fritz.john-adams.dreamhost.com",,"South Riding","Virginia","US","20152","38.9209,-77.5039","America/New_York","AS26347","New Dream Network, LLC","dreamhost.com","173.236.128.0/17","hosting","US, CA, Brea, 10 Pointe Drive, Suite 235, 92821","US","abuse@dreamhost.com","DreamHost Abuse Team","173.236.128.0/17","+1-714-706-4182","New Dream Network, LLC","dreamhost.com","hosting",,,,false,false,false,false,true,""
"52.0.14.116",,,"ec2-52-0-14-116.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","52.0.0.0/15","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.0.0.0-52.79.255.255","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"98.137.244.37",,,"p8ats-i.geo.vip.gq1.yahoo.com",,"Quincy","Washington","US","98848","47.2343,-119.8525","America/Los_Angeles","AS36647","Oath Holdings Inc.","oath.com","98.137.244.0/24","isp","US, NY, New York, 770 BROADWAY FL 4, 10003-9558","US","rir-abuse@yahoo-inc.com","Oath Abuse","98.136.0.0/14","+1-408-349-3300","Oath Holdings Inc.","yahooinc.com","isp",,,,false,false,false,false,false,""
"192.0.66.126",,,,true,"San Francisco","California","US","94110","37.7509,-122.4153","America/Los_Angeles","AS2635","Automattic, Inc","automattic.com","192.0.66.0/24","hosting","US, CA, San Francisco, 60 29th Street #343, 94110","US","abuse@automattic.com","Abuse","192.0.64.0/18","+1-877-273-8550","Automattic, Inc","automattic.com","hosting",,,,false,false,false,false,true,""
"155.138.240.43",,,"155.138.240.43.vultrusercontent.com",,"Dallas","Texas","US","75201","32.7831,-96.8067","America/Chicago","AS20473","The Constant Company, LLC","constant.com","155.138.240.0/20","hosting","US, FL, West Palm Beach, 319 Clematis St. Suite 900, 33401","US","abuse@vultr.com","Vultr Abuse","155.138.240.0/23","+1-973-849-0500","Vultr Holdings, LLC","vultr.com","hosting",,,,false,false,false,false,true,""
"190.92.141.142",,,"190.92.141.142.static.a2webhosting.com",,"Phoenix","Arizona","US","85001","33.4484,-112.0740","America/Phoenix","AS55293","A2 Hosting, Inc.","a2hosting.com","190.92.140.0/22","hosting","US, MI, Ann Arbor, P.O. Box 2998, 48106","US","abuse@a2hosting.com","Network Operations","190.92.128.0/19","+1-734-222-4678","A2 Hosting, Inc.","a2hosting.com","hosting",,,,false,false,false,false,true,""
"35.203.160.220",,,"220.160.203.35.bc.googleusercontent.com",,"The Dalles","Oregon","US","97058","45.5946,-121.1787","America/Los_Angeles","AS396982","Google LLC","google.com","35.203.160.0/20","hosting","US, CA, Mountain View, 1600 Amphitheatre Parkway, 94043","US","google-cloud-compliance@google.com","GC Abuse","35.192.0.0/12","+1-650-253-0000","Google LLC","google.com","hosting",,,,false,false,false,false,true,""
"23.22.182.3",,,"ec2-23-22-182-3.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","23.22.0.0/15","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","23.20.0.0/14","+1-206-555-0000","Amazon Data Services NoVa","amazon.com","hosting",,,,false,false,false,false,true,""
"52.7.111.176",,,"ec2-52-7-111-176.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","52.4.0.0/14","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.0.0.0-52.79.255.255","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"67.225.188.218",,,,,"Lansing","Michigan","US","48901","42.7325,-84.5555","America/Detroit","AS32244","Liquid Web, L.L.C","liquidweb.com","67.225.128.0/17","hosting","US, MI, Lansing, 4210 Creyts Rd., 48917","US","abuse@liquidweb.com","Abuse","67.225.188.218/32","+1-800-580-4985","CauseAction","causeaction.com","hosting",,,,false,false,false,false,true,""
"20.83.0.24",,,,,"Des Moines","Iowa","US","50392","41.5878,-93.6274","America/Chicago","AS8075","Microsoft Corporation","microsoft.com","20.64.0.0/10","business","US, WA, Redmond, One Microsoft Way, 98052","US","abuse@microsoft.com","Microsoft Abuse Contact","20.33.0.0-20.128.255.255","+1-425-882-8080","Microsoft Corporation","microsoft.com","business",,,,false,false,false,false,false,""
"52.222.139.34",,,"server-52-222-139-34.ams50.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","52.222.136.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.222.128.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"172.67.222.195",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.208.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"151.101.193.140",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS54113","Fastly, Inc.","fastly.com","151.101.192.0/22","hosting","US, CA, San Francisco, PO Box 78266, 94107","US","abuse@fastly.com","Abuse Account","151.101.0.0/16","+1-415-496-9353","Fastly, Inc.","fastly.com","hosting",,,,false,false,false,false,true,""
"198.49.23.144",,,,true,"New York City","New York","US","10014","40.7339,-74.0054","America/New_York","AS53831","Squarespace, Inc.","squarespace.com","198.49.23.0/24","business","US, NY, New York, 225 Varick St, 10014","US","abuse-network@squarespace.com","Abuse","198.49.23.0/24","+1-347-758-4644","Squarespace, Inc.","squarespace.com","business",,,,false,false,false,false,false,""
"15.197.142.173",,,"a4ec4c6ea1c92e2e6.awsglobalaccelerator.com",true,"Seattle","Washington","US","98109","47.6339,-122.3476","America/Los_Angeles","AS16509","Amazon.com, Inc.","amazon.com","15.197.128.0/20","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","15.196.0.0-15.200.255.255","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"192.0.78.182",,,,true,"San Francisco","California","US","94110","37.7509,-122.4153","America/Los_Angeles","AS2635","Automattic, Inc","automattic.com","192.0.78.0/24","hosting","US, CA, San Francisco, 60 29th Street #343, 94110","US","abuse@automattic.com","Abuse","192.0.64.0/18","+1-877-273-8550","Automattic, Inc","automattic.com","hosting",,,,false,false,false,false,true,""
"104.80.229.12",,,"a104-80-229-12.deploy.static.akamaitechnologies.com",,"Haarlem","North Holland","NL","2011","52.3808,4.6368","Europe/Amsterdam","AS16625","Akamai Technologies, Inc.","akamai.com","104.80.228.0/22","hosting","US, MA, Cambridge, 8 Cambridge Center, Mailstop 926-G, 02142","US","abuse@akamai.com","NOC United States","104.80.224.0/20","+1-617-444-2535","Akamai International, BV","akamai.com","hosting",,,,false,false,false,false,true,""
"172.67.69.2",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.64.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"34.213.106.51",,,"ec2-34-213-106-51.us-west-2.compute.amazonaws.com",,"Boardman","Oregon","US","97818","45.8399,-119.7006","America/Los_Angeles","AS16509","Amazon.com, Inc.","amazon.com","34.208.0.0/12","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","34.192.0.0/10","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"104.26.14.178",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.26.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"66.240.200.105",,,,,"San Diego","California","US","92101","32.7157,-117.1647","America/Los_Angeles","AS10439","CariNet, Inc.","fiberalley.com","66.240.192.0/18","hosting","US, NV, Henderson, 170 S. Green Valley Parkway, Suite 300, 89012","US","complaints@cari.net","CariNet Abuse","66.240.200.96/28","+1-702-660-0350","Real Clear Politics","realclearpolitics.com","hosting",,,,false,false,false,false,true,""
